line,score,filename,timestamp,measurement
639,0.0,52f55cea-15ab2-36decogP.VID,2014-03-26 15:59:15.451000,
613,0.0,52f55d11-15b32-1c52cogP.VID,2014-03-26 15:59:23.857000,
614,0.0,52f55d11-15b32-1c52cogP.VID,2014-03-26 15:59:27.310000,
640,0.0,52f55cea-15ab2-36decogP.VID,2014-03-26 16:00:35.920000,
615,0.0,52f55d11-15b32-1c52cogP.VID,2014-03-26 16:00:42.795000,
641,0.0,52f55cea-15ab2-36decogP.VID,2014-03-26 16:00:44.514000,
616,0.0,52f55d11-15b32-1c52cogP.VID,2014-03-26 16:01:45.998000,
617,0.0,52f55d11-15b32-1c52cogP.VID,2014-03-26 16:01:49.498000,
642,0.0,52f55cea-15ab2-36decogP.VID,2014-03-26 16:02:30.248000,
643,0.0,52f55cea-15ab2-36decogP.VID,2014-03-26 16:06:41.295000,
645,0.0,4f620c3c-251f4-74a2cogP.VID,2014-03-26 16:07:38.545000,
648,0.0,4f620c5c-2525c-342fcogP.VID,2014-03-26 16:07:53.217000,
646,0.0,4f620c3c-251f4-74a2cogP.VID,2014-03-26 16:09:55.248000,
650,0.0,4f62094e-24863-7329cogP.VID,2014-03-26 16:11:46.404000,
654,0.0,4f62096d-248c8-88bacogP.VID,2014-03-26 16:11:54.654000,
658,0.0,4f620baa-25017-82afcogP.VID,2014-03-26 16:12:01.889000,
660,0.0,4f620bc3-25069-1c55cogP.VID,2014-03-26 16:12:08.748000,
651,0.0,4f62094e-24863-7329cogP.VID,2014-03-26 16:12:31.029000,
655,0.0,4f62096d-248c8-88bacogP.VID,2014-03-26 16:12:44.748000,
647,0.0,4f620c3c-251f4-74a2cogP.VID,2014-03-26 16:13:24.154000,
649,0.0,4f620c5c-2525c-342fcogP.VID,2014-03-26 16:14:22.232000,
652,0.0,4f62094e-24863-7329cogP.VID,2014-03-26 16:16:35.029000,
656,0.0,4f62096d-248c8-88bacogP.VID,2014-03-26 16:16:43.170000,
659,0.0,4f620baa-25017-82afcogP.VID,2014-03-26 16:16:49.779000,
661,0.0,4f620bc3-25069-1c55cogP.VID,2014-03-26 16:16:56.123000,
653,0.0,4f62094e-24863-7329cogP.VID,2014-03-26 16:17:19.154000,
657,0.0,4f62096d-248c8-88bacogP.VID,2014-03-26 16:17:29.123000,
618,0.0,52f55d11-15b32-1c52cogP.VID,2014-03-26 16:38:18.107000,
619,0.0,52f55d11-15b32-1c52cogP.VID,2014-03-26 16:42:48.107000,
45,0.0,52cc4e57-14795-23cdcogP.VID,2014-03-26 16:46:37.435000,Substrate Align Left
3,0.0,,2014-03-26 16:46:37.467000,
46,88.5,52cc4e57-14795-23cdcogP.VID,2014-03-26 16:50:47.154000,Substrate Align Left
93,84.0,52cc4ead-148ae-3e98cogP.VID,2014-03-26 16:50:49.107000,Substrate Align Right
137,79.6,52cc5154-25157-1b10cogP.VID,2014-03-26 16:50:51.170000,Local Align Right
181,79.9,52cc5161-25182-3ce1cogP.VID,2014-03-26 16:50:53.232000,Local Align Left
221,96.0,52cc7476-24412-30cfcogP.VID,2014-03-26 16:52:02.060000,VCSEL Left
259,97.4,52cc74f4-245ae-5b0acogP.VID,2014-03-26 16:52:04.107000,VCSEL Right
662,93.3,52cc77c5-34ee0-1aebcogP.VID,2014-03-26 16:52:14.264000,Lens Left
682,93.2,52cc7820-35009-87a4cogP.VID,2014-03-26 16:52:16.373000,Lens Right
47,82.7,52cc4e57-14795-23cdcogP.VID,2014-03-26 16:53:02.982000,Substrate Align Left
94,85.9,52cc4ead-148ae-3e98cogP.VID,2014-03-26 16:53:05.014000,Substrate Align Right
138,78.5,52cc5154-25157-1b10cogP.VID,2014-03-26 16:53:07.045000,Local Align Right
182,78.4,52cc5161-25182-3ce1cogP.VID,2014-03-26 16:53:09.029000,Local Align Left
222,93.8,52cc7476-24412-30cfcogP.VID,2014-03-26 16:54:23.889000,VCSEL Left
260,96.6,52cc74f4-245ae-5b0acogP.VID,2014-03-26 16:54:25.935000,VCSEL Right
663,93.6,52cc77c5-34ee0-1aebcogP.VID,2014-03-26 16:54:36.310000,Lens Left
683,93.5,52cc7820-35009-87a4cogP.VID,2014-03-26 16:54:38.467000,Lens Right
48,89.5,52cc4e57-14795-23cdcogP.VID,2014-03-26 16:55:25.139000,Substrate Align Left
95,83.7,52cc4ead-148ae-3e98cogP.VID,2014-03-26 16:55:27.092000,Substrate Align Right
139,80.2,52cc5154-25157-1b10cogP.VID,2014-03-26 16:55:29.185000,Local Align Right
183,76.9,52cc5161-25182-3ce1cogP.VID,2014-03-26 16:55:31.170000,Local Align Left
223,92.2,52cc7476-24412-30cfcogP.VID,2014-03-26 16:56:45.842000,VCSEL Left
261,97.0,52cc74f4-245ae-5b0acogP.VID,2014-03-26 16:56:47.826000,VCSEL Right
664,93.5,52cc77c5-34ee0-1aebcogP.VID,2014-03-26 16:56:58.076000,Lens Left
684,93.4,52cc7820-35009-87a4cogP.VID,2014-03-26 16:57:00.092000,Lens Right
49,89.3,52cc4e57-14795-23cdcogP.VID,2014-03-26 16:57:46.670000,Substrate Align Left
96,87.9,52cc4ead-148ae-3e98cogP.VID,2014-03-26 16:57:48.654000,Substrate Align Right
140,80.4,52cc5154-25157-1b10cogP.VID,2014-03-26 16:57:50.748000,Local Align Right
184,0.0,52cc5161-25182-3ce1cogP.VID,2014-03-26 16:57:52.779000,Local Align Left
4,68.6,,2014-03-26 16:57:52.810000,
5,68.1,,2014-03-26 16:57:58.529000,
50,91.9,52cc4e57-14795-23cdcogP.VID,2014-03-26 16:58:10.139000,Substrate Align Left
97,88.3,52cc4ead-148ae-3e98cogP.VID,2014-03-26 16:58:12.154000,Substrate Align Right
141,76.7,52cc5154-25157-1b10cogP.VID,2014-03-26 16:58:14.123000,Local Align Right
185,81.8,52cc5161-25182-3ce1cogP.VID,2014-03-26 16:58:16.076000,Local Align Left
224,94.6,52cc7476-24412-30cfcogP.VID,2014-03-26 16:59:30.951000,VCSEL Left
262,97.0,52cc74f4-245ae-5b0acogP.VID,2014-03-26 16:59:32.935000,VCSEL Right
665,93.6,52cc77c5-34ee0-1aebcogP.VID,2014-03-26 16:59:43.139000,Lens Left
685,93.9,52cc7820-35009-87a4cogP.VID,2014-03-26 16:59:45.170000,Lens Right
51,89.2,52cc4e57-14795-23cdcogP.VID,2014-03-26 17:00:31.967000,Substrate Align Left
98,84.3,52cc4ead-148ae-3e98cogP.VID,2014-03-26 17:00:33.935000,Substrate Align Right
142,79.8,52cc5154-25157-1b10cogP.VID,2014-03-26 17:00:35.920000,Local Align Right
186,79.7,52cc5161-25182-3ce1cogP.VID,2014-03-26 17:00:37.857000,Local Align Left
225,95.0,52cc7476-24412-30cfcogP.VID,2014-03-26 17:01:52.795000,VCSEL Left
263,95.1,52cc74f4-245ae-5b0acogP.VID,2014-03-26 17:01:54.873000,VCSEL Right
666,93.4,52cc77c5-34ee0-1aebcogP.VID,2014-03-26 17:02:04.982000,Lens Left
686,93.0,52cc7820-35009-87a4cogP.VID,2014-03-26 17:02:06.998000,Lens Right
52,85.2,52cc4e57-14795-23cdcogP.VID,2014-03-26 17:02:53.654000,Substrate Align Left
99,80.5,52cc4ead-148ae-3e98cogP.VID,2014-03-26 17:02:55.732000,Substrate Align Right
143,78.5,52cc5154-25157-1b10cogP.VID,2014-03-26 17:02:57.764000,Local Align Right
187,75.6,52cc5161-25182-3ce1cogP.VID,2014-03-26 17:02:59.717000,Local Align Left
226,95.5,52cc7476-24412-30cfcogP.VID,2014-03-26 17:04:14.701000,VCSEL Left
264,0.0,52cc74f4-245ae-5b0acogP.VID,2014-03-26 17:04:16.764000,VCSEL Right
6,0.0,,2014-03-26 17:04:16.810000,
667,93.2,52cc77c5-34ee0-1aebcogP.VID,2014-03-26 17:04:44.748000,Lens Left
687,93.0,52cc7820-35009-87a4cogP.VID,2014-03-26 17:04:46.764000,Lens Right
53,83.9,52cc4e57-14795-23cdcogP.VID,2014-03-26 17:11:26.451000,Substrate Align Left
100,82.8,52cc4ead-148ae-3e98cogP.VID,2014-03-26 17:11:28.404000,Substrate Align Right
144,79.1,52cc5154-25157-1b10cogP.VID,2014-03-26 17:11:30.607000,Local Align Right
188,81.2,52cc5161-25182-3ce1cogP.VID,2014-03-26 17:11:32.576000,Local Align Left
227,90.7,52cc7476-24412-30cfcogP.VID,2014-03-26 17:12:18.935000,VCSEL Left
265,91.4,52cc74f4-245ae-5b0acogP.VID,2014-03-26 17:12:20.920000,VCSEL Right
668,92.9,52cc77c5-34ee0-1aebcogP.VID,2014-03-26 17:12:31.045000,Lens Left
688,93.0,52cc7820-35009-87a4cogP.VID,2014-03-26 17:12:33.060000,Lens Right
54,81.5,52cc4e57-14795-23cdcogP.VID,2014-03-26 17:13:19.951000,Substrate Align Left
101,76.8,52cc4ead-148ae-3e98cogP.VID,2014-03-26 17:13:22.029000,Substrate Align Right
145,78.5,52cc5154-25157-1b10cogP.VID,2014-03-26 17:13:24.123000,Local Align Right
189,79.7,52cc5161-25182-3ce1cogP.VID,2014-03-26 17:13:26.045000,Local Align Left
228,90.7,52cc7476-24412-30cfcogP.VID,2014-03-26 17:14:12.404000,VCSEL Left
266,92.2,52cc74f4-245ae-5b0acogP.VID,2014-03-26 17:14:14.357000,VCSEL Right
669,93.6,52cc77c5-34ee0-1aebcogP.VID,2014-03-26 17:14:43.576000,Lens Left
689,93.5,52cc7820-35009-87a4cogP.VID,2014-03-26 17:14:45.748000,Lens Right
55,84.0,52cc4e57-14795-23cdcogP.VID,2014-03-26 17:18:35.982000,Substrate Align Left
102,83.3,52cc4ead-148ae-3e98cogP.VID,2014-03-26 17:18:37.920000,Substrate Align Right
146,78.2,52cc5154-25157-1b10cogP.VID,2014-03-26 17:18:39.951000,Local Align Right
56,88.7,52cc4e57-14795-23cdcogP.VID,2014-03-26 17:19:26.732000,Substrate Align Left
103,84.5,52cc4ead-148ae-3e98cogP.VID,2014-03-26 17:19:28.670000,Substrate Align Right
147,76.8,52cc5154-25157-1b10cogP.VID,2014-03-26 17:19:30.764000,Local Align Right
190,79.2,52cc5161-25182-3ce1cogP.VID,2014-03-26 17:19:32.717000,Local Align Left
229,90.9,52cc7476-24412-30cfcogP.VID,2014-03-26 17:20:19.092000,VCSEL Left
267,92.6,52cc74f4-245ae-5b0acogP.VID,2014-03-26 17:20:21.076000,VCSEL Right
670,93.3,52cc77c5-34ee0-1aebcogP.VID,2014-03-26 17:20:31.232000,Lens Left
690,93.6,52cc7820-35009-87a4cogP.VID,2014-03-26 17:20:33.232000,Lens Right
57,81.0,52cc4e57-14795-23cdcogP.VID,2014-03-26 17:21:19.951000,Substrate Align Left
104,80.3,52cc4ead-148ae-3e98cogP.VID,2014-03-26 17:21:21.935000,Substrate Align Right
148,78.8,52cc5154-25157-1b10cogP.VID,2014-03-26 17:21:23.967000,Local Align Right
191,79.8,52cc5161-25182-3ce1cogP.VID,2014-03-26 17:21:25.951000,Local Align Left
230,90.0,52cc7476-24412-30cfcogP.VID,2014-03-26 17:22:12.248000,VCSEL Left
268,92.0,52cc74f4-245ae-5b0acogP.VID,2014-03-26 17:22:14.154000,VCSEL Right
671,94.0,52cc77c5-34ee0-1aebcogP.VID,2014-03-26 17:22:23.826000,Lens Left
691,94.0,52cc7820-35009-87a4cogP.VID,2014-03-26 17:22:25.982000,Lens Right
58,83.3,52cc4e57-14795-23cdcogP.VID,2014-03-26 17:23:12.560000,Substrate Align Left
105,80.5,52cc4ead-148ae-3e98cogP.VID,2014-03-26 17:23:14.514000,Substrate Align Right
149,77.7,52cc5154-25157-1b10cogP.VID,2014-03-26 17:23:16.576000,Local Align Right
192,78.8,52cc5161-25182-3ce1cogP.VID,2014-03-26 17:23:18.592000,Local Align Left
620,0.0,52f55d11-15b32-1c52cogP.VID,2014-03-26 17:52:07.779000,
621,0.0,52f55d11-15b32-1c52cogP.VID,2014-03-26 17:53:39.967000,
622,0.0,52f55d11-15b32-1c52cogP.VID,2014-03-26 17:55:11.529000,
623,0.0,52f55d11-15b32-1c52cogP.VID,2014-03-26 17:56:42.685000,
624,0.0,52f55d11-15b32-1c52cogP.VID,2014-03-26 17:58:14.045000,
625,0.0,52f55d11-15b32-1c52cogP.VID,2014-03-26 17:59:45.607000,
626,0.0,52f55d11-15b32-1c52cogP.VID,2014-03-26 18:01:17.857000,
627,0.0,52f55d11-15b32-1c52cogP.VID,2014-03-26 18:02:49.389000,
628,0.0,52f55d11-15b32-1c52cogP.VID,2014-03-26 18:04:21.810000,
629,0.0,52f55d11-15b32-1c52cogP.VID,2014-03-26 18:05:54.060000,
630,0.0,52f55d11-15b32-1c52cogP.VID,2014-03-26 18:07:25.810000,
631,0.0,52f55d11-15b32-1c52cogP.VID,2014-03-26 18:08:58.060000,
632,0.0,52f55d11-15b32-1c52cogP.VID,2014-03-26 18:10:29.764000,
633,0.0,52f55d11-15b32-1c52cogP.VID,2014-03-26 18:12:01.264000,
644,0.0,52f55cea-15ab2-36decogP.VID,2014-03-26 18:12:03.045000,
634,0.0,52f55d11-15b32-1c52cogP.VID,2014-03-26 18:13:34.639000,
635,0.0,52f55d11-15b32-1c52cogP.VID,2014-03-26 18:16:34.623000,
636,0.0,52f55d11-15b32-1c52cogP.VID,2014-03-26 18:18:06.248000,
637,0.0,52f55d11-15b32-1c52cogP.VID,2014-03-26 18:19:38.404000,
59,0.0,52cc4e57-14795-23cdcogP.VID,2014-03-26 18:22:05.998000,Substrate Align Left
7,0.0,,2014-03-26 18:22:06.014000,
60,85.8,52cc4e57-14795-23cdcogP.VID,2014-03-26 18:23:47.389000,Substrate Align Left
106,83.6,52cc4ead-148ae-3e98cogP.VID,2014-03-26 18:23:49.451000,Substrate Align Right
150,77.8,52cc5154-25157-1b10cogP.VID,2014-03-26 18:23:51.560000,Local Align Right
193,80.7,52cc5161-25182-3ce1cogP.VID,2014-03-26 18:23:53.451000,Local Align Left
231,91.1,52cc7476-24412-30cfcogP.VID,2014-03-26 18:25:02.154000,VCSEL Left
269,91.5,52cc74f4-245ae-5b0acogP.VID,2014-03-26 18:25:04.045000,VCSEL Right
702,0.0,52cc7627-14998-34bbcogP.VID,2014-03-26 18:25:05.982000,
672,93.8,52cc77c5-34ee0-1aebcogP.VID,2014-03-26 18:25:18.670000,Lens Left
692,93.8,52cc7820-35009-87a4cogP.VID,2014-03-26 18:25:20.654000,Lens Right
61,81.8,52cc4e57-14795-23cdcogP.VID,2014-03-26 18:26:07.092000,Substrate Align Left
107,77.1,52cc4ead-148ae-3e98cogP.VID,2014-03-26 18:26:09.076000,Substrate Align Right
151,78.3,52cc5154-25157-1b10cogP.VID,2014-03-26 18:26:11.060000,Local Align Right
194,79.7,52cc5161-25182-3ce1cogP.VID,2014-03-26 18:26:13.029000,Local Align Left
232,91.0,52cc7476-24412-30cfcogP.VID,2014-03-26 18:27:27.873000,VCSEL Left
270,92.1,52cc74f4-245ae-5b0acogP.VID,2014-03-26 18:27:29.920000,VCSEL Right
673,93.5,52cc77c5-34ee0-1aebcogP.VID,2014-03-26 18:27:39.998000,Lens Left
693,93.6,52cc7820-35009-87a4cogP.VID,2014-03-26 18:27:41.982000,Lens Right
62,87.6,52cc4e57-14795-23cdcogP.VID,2014-03-26 18:28:28.607000,Substrate Align Left
108,84.1,52cc4ead-148ae-3e98cogP.VID,2014-03-26 18:28:30.514000,Substrate Align Right
152,76.9,52cc5154-25157-1b10cogP.VID,2014-03-26 18:28:32.420000,Local Align Right
195,79.4,52cc5161-25182-3ce1cogP.VID,2014-03-26 18:28:34.389000,Local Align Left
233,90.7,52cc7476-24412-30cfcogP.VID,2014-03-26 18:29:49.092000,VCSEL Left
271,92.6,52cc74f4-245ae-5b0acogP.VID,2014-03-26 18:29:50.982000,VCSEL Right
674,93.3,52cc77c5-34ee0-1aebcogP.VID,2014-03-26 18:30:00.795000,Lens Left
694,92.8,52cc7820-35009-87a4cogP.VID,2014-03-26 18:30:02.904000,Lens Right
63,81.5,52cc4e57-14795-23cdcogP.VID,2014-03-26 18:30:49.592000,Substrate Align Left
109,80.5,52cc4ead-148ae-3e98cogP.VID,2014-03-26 18:30:51.514000,Substrate Align Right
153,78.8,52cc5154-25157-1b10cogP.VID,2014-03-26 18:30:53.545000,Local Align Right
196,79.8,52cc5161-25182-3ce1cogP.VID,2014-03-26 18:30:55.607000,Local Align Left
234,89.8,52cc7476-24412-30cfcogP.VID,2014-03-26 18:32:10.467000,VCSEL Left
272,91.7,52cc74f4-245ae-5b0acogP.VID,2014-03-26 18:32:12.482000,VCSEL Right
675,93.3,52cc77c5-34ee0-1aebcogP.VID,2014-03-26 18:32:22.170000,Lens Left
695,92.8,52cc7820-35009-87a4cogP.VID,2014-03-26 18:32:24.154000,Lens Right
64,84.0,52cc4e57-14795-23cdcogP.VID,2014-03-26 18:33:10.951000,Substrate Align Left
110,81.1,52cc4ead-148ae-3e98cogP.VID,2014-03-26 18:33:12.920000,Substrate Align Right
154,77.8,52cc5154-25157-1b10cogP.VID,2014-03-26 18:33:14.842000,Local Align Right
197,79.0,52cc5161-25182-3ce1cogP.VID,2014-03-26 18:33:16.857000,Local Align Left
235,91.8,52cc7476-24412-30cfcogP.VID,2014-03-26 18:34:31.701000,VCSEL Left
273,85.3,52cc74f4-245ae-5b0acogP.VID,2014-03-26 18:34:33.560000,VCSEL Right
676,93.1,52cc77c5-34ee0-1aebcogP.VID,2014-03-26 18:34:43.014000,Lens Left
696,91.9,52cc7820-35009-87a4cogP.VID,2014-03-26 18:34:44.998000,Lens Right
65,85.7,52cc4e57-14795-23cdcogP.VID,2014-03-26 18:35:31.514000,Substrate Align Left
111,87.0,52cc4ead-148ae-3e98cogP.VID,2014-03-26 18:35:33.467000,Substrate Align Right
155,79.9,52cc5154-25157-1b10cogP.VID,2014-03-26 18:35:35.420000,Local Align Right
198,79.9,52cc5161-25182-3ce1cogP.VID,2014-03-26 18:35:37.373000,Local Align Left
236,96.0,52cc7476-24412-30cfcogP.VID,2014-03-26 18:36:52.092000,VCSEL Left
274,94.3,52cc74f4-245ae-5b0acogP.VID,2014-03-26 18:36:53.982000,VCSEL Right
677,93.2,52cc77c5-34ee0-1aebcogP.VID,2014-03-26 18:37:04.014000,Lens Left
697,93.0,52cc7820-35009-87a4cogP.VID,2014-03-26 18:37:06.076000,Lens Right
66,93.8,52cc4e57-14795-23cdcogP.VID,2014-03-26 18:37:52.701000,Substrate Align Left
112,87.8,52cc4ead-148ae-3e98cogP.VID,2014-03-26 18:37:54.685000,Substrate Align Right
156,78.6,52cc5154-25157-1b10cogP.VID,2014-03-26 18:37:56.639000,Local Align Right
199,80.3,52cc5161-25182-3ce1cogP.VID,2014-03-26 18:37:58.701000,Local Align Left
237,81.8,52cc7476-24412-30cfcogP.VID,2014-03-26 18:39:13.435000,VCSEL Left
275,91.6,52cc74f4-245ae-5b0acogP.VID,2014-03-26 18:39:15.310000,VCSEL Right
678,93.3,52cc77c5-34ee0-1aebcogP.VID,2014-03-26 18:39:24.826000,Lens Left
698,92.8,52cc7820-35009-87a4cogP.VID,2014-03-26 18:39:26.935000,Lens Right
67,93.1,52cc4e57-14795-23cdcogP.VID,2014-03-26 18:40:13.435000,Substrate Align Left
113,86.0,52cc4ead-148ae-3e98cogP.VID,2014-03-26 18:40:15.357000,Substrate Align Right
157,80.3,52cc5154-25157-1b10cogP.VID,2014-03-26 18:40:17.342000,Local Align Right
200,79.6,52cc5161-25182-3ce1cogP.VID,2014-03-26 18:40:19.264000,Local Align Left
238,92.0,52cc7476-24412-30cfcogP.VID,2014-03-26 18:41:33.889000,VCSEL Left
276,90.7,52cc74f4-245ae-5b0acogP.VID,2014-03-26 18:41:35.889000,VCSEL Right
679,93.6,52cc77c5-34ee0-1aebcogP.VID,2014-03-26 18:41:45.717000,Lens Left
699,93.1,52cc7820-35009-87a4cogP.VID,2014-03-26 18:41:47.732000,Lens Right
68,81.3,52cc4e57-14795-23cdcogP.VID,2014-03-26 18:42:34.310000,Substrate Align Left
114,78.2,52cc4ead-148ae-3e98cogP.VID,2014-03-26 18:42:36.373000,Substrate Align Right
158,78.4,52cc5154-25157-1b10cogP.VID,2014-03-26 18:42:38.373000,Local Align Right
201,78.0,52cc5161-25182-3ce1cogP.VID,2014-03-26 18:42:40.357000,Local Align Left
239,90.2,52cc7476-24412-30cfcogP.VID,2014-03-26 18:43:55.170000,VCSEL Left
277,90.7,52cc74f4-245ae-5b0acogP.VID,2014-03-26 18:43:57.060000,VCSEL Right
680,92.9,52cc77c5-34ee0-1aebcogP.VID,2014-03-26 18:44:07.076000,Lens Left
700,93.2,52cc7820-35009-87a4cogP.VID,2014-03-26 18:44:09.170000,Lens Right
69,89.4,52cc4e57-14795-23cdcogP.VID,2014-03-26 18:44:55.576000,Substrate Align Left
115,86.2,52cc4ead-148ae-3e98cogP.VID,2014-03-26 18:44:57.560000,Substrate Align Right
159,80.1,52cc5154-25157-1b10cogP.VID,2014-03-26 18:44:59.529000,Local Align Right
202,79.2,52cc5161-25182-3ce1cogP.VID,2014-03-26 18:45:01.514000,Local Align Left
240,88.6,52cc7476-24412-30cfcogP.VID,2014-03-26 18:46:16.310000,VCSEL Left
278,91.1,52cc74f4-245ae-5b0acogP.VID,2014-03-26 18:46:18.217000,VCSEL Right
681,93.2,52cc77c5-34ee0-1aebcogP.VID,2014-03-26 18:46:27.764000,Lens Left
701,93.3,52cc7820-35009-87a4cogP.VID,2014-03-26 18:46:29.873000,Lens Right
